revenue,profit,balance,transactions,loan_amount,default
980668,124979,25728,60,129041,0
946943,110873,362845,114,68222,0
243414,-2384,372172,204,225942,1
967086,54898,223542,242,256420,0
598884,95839,271234,265,255721,0
955627,198625,158430,78,176079,0
536538,20236,255697,167,283134,0
440140,111798,400853,241,83646,0
816013,-45151,154052,209,86220,1
450145,-47515,452069,114,210023,1
495033,66538,232212,110,126074,0
699817,29482,134984,21,84056,0
636000,-18060,387672,142,142148,1
443176,97565,92500,244,237821,0
342725,172053,166739,233,147419,0
333039,136458,354978,109,72323,0
402412,144364,297319,188,298760,0
296999,12425,157088,274,212585,0
722476,191515,274226,196,118143,0
421068,96731,58463,183,136852,0
334609,2895,103211,35,233451,0
332600,13045,387146,158,208707,0
260924,89496,85039,35,217793,0
914982,-8274,217803,225,136260,1
424814,101439,112160,254,270689,0
159425,153393,131404,155,51221,1
328970,-32020,177494,167,198480,1
723415,-15453,321916,165,100617,1
602026,168970,391475,117,266438,0
516853,42697,428943,114,237888,0
260981,-24184,283486,191,56897,1
441459,116847,126958,120,229868,0
616555,71753,445911,117,124374,0
555066,165084,302666,26,179960,0
618367,130489,429449,125,286336,0
898880,-43300,495936,26,112293,1
642198,29962,493777,43,174593,0
768210,-1709,310578,116,241700,1
552480,20132,306093,233,86649,0
198255,15867,217340,178,119206,1
694003,195422,88743,226,208005,0
146061,-19048,267225,201,126942,1
499113,46757,486436,275,254960,0
896429,65341,267802,256,57383,0
834935,141020,350370,110,116438,0
666712,39348,140103,131,171655,0
867712,73006,120264,231,66471,0
415521,153432,447918,148,130838,0
971672,96658,367320,145,198732,0
778255,103254,206103,112,62782,0
659819,89373,364313,228,235487,0
242509,149350,238361,113,293280,0
472494,162506,95016,21,126402,0
828288,182313,169317,118,160774,0
716021,80306,237046,195,197835,0
856764,181982,208384,164,127634,0
399655,-1559,275942,220,187060,1
397577,150342,240914,31,211835,0
987406,112983,361507,103,124745,0
247271,20806,415642,97,174334,0
570896,-41280,211535,274,145933,1
897816,144082,52921,120,52512,0
787782,178193,457963,179,291532,0
783111,183141,207619,50,117810,0
664612,47851,434889,213,53000,0
906595,151272,434947,232,154039,0
892239,195894,42408,37,271149,0
834156,172385,420820,52,82716,0
893215,-25549,391058,157,116031,1
160830,61989,361005,281,51558,1
644277,77272,187491,219,145413,0
957809,23460,215154,263,296922,0
798635,42216,77697,40,232154,0
614268,87509,45500,57,130578,0
121184,138346,232583,183,127697,1
939209,199352,92093,186,50987,0
127543,-1979,250834,208,123546,1
275100,159786,430141,184,280868,0
587075,125148,53497,183,140049,0
395124,97381,59654,86,205486,0
593010,57422,175027,103,191288,0
315003,9292,131367,65,172553,0
189141,178209,406674,235,54204,1
222781,191852,297370,141,292919,0
340064,178624,206924,150,160153,0
506706,-3218,440369,293,212369,1
371163,114592,67834,134,237274,0
932311,40332,466882,175,280133,0
977158,102344,76691,287,66415,0
985146,-12255,264475,96,114359,1
313691,18693,495422,283,218373,0
341062,77180,205720,279,250508,0
476880,92485,290459,182,81061,0
340075,113347,244555,209,163885,0
861777,-35400,163563,198,279973,1
890790,32274,301202,262,266826,0
453409,185548,176658,185,202165,0
457605,166463,430110,156,298509,0
961656,127940,220161,102,251821,0
462769,173375,392655,220,91649,0
255543,-37068,101627,199,73444,1
291642,40561,286104,190,129566,0
467380,51717,485173,111,221289,0
699154,61668,222864,209,179876,0
418291,117833,277551,167,299630,0
337663,111858,94680,154,247946,0
124937,118053,221457,115,272950,1
401535,184874,201765,150,157292,0
594639,64454,131877,183,69286,0
866530,138278,421435,58,232551,0
834581,-14128,325139,21,162056,1
536640,-12065,118275,262,270510,1
219246,66923,221545,31,60386,0
970650,158534,75222,273,284136,0
132959,80993,230227,245,225855,1
264230,31919,139442,260,288156,0
178902,146643,155556,286,141989,1
809259,67614,206048,31,50148,0
294379,-21492,217732,82,246571,1
864673,5939,83276,156,84755,0
603645,-4547,400329,159,224849,1
886941,145760,230136,293,277291,0
153518,54156,381716,179,173132,1
653651,72173,352562,177,297836,0
116600,157529,372117,277,86094,1
445833,44177,243970,75,225704,0
812449,70925,271267,211,271610,0
962432,185378,233308,264,191257,0
932981,105160,304086,46,183548,0
928626,71294,120894,147,268838,0
182272,120862,497077,251,227739,1
897287,199504,119549,148,52181,0
699801,86053,305414,274,202115,0
958865,20957,442590,255,103204,0
890951,106158,82631,33,245105,0
529906,26723,164869,162,177851,0
653050,-16833,139729,225,292795,1
527147,185934,479307,65,152312,0
370155,67272,35355,254,196990,0
191086,182847,321523,33,240683,1
144233,147816,189874,274,179227,1
130786,173121,140300,198,69278,1
713764,109154,208434,99,245641,0
748090,-4102,98294,206,139358,1
953942,190566,47946,200,136434,0
620539,95890,452036,49,85240,0
819596,132743,290268,111,291825,0
905364,56202,300160,218,178333,0
430700,57644,97077,56,65140,0
686239,110804,388841,272,191564,0
993317,63695,40070,238,114995,0
621824,90353,23581,94,297477,0
607483,-31767,45761,213,198774,1
459999,6208,352450,230,177998,0
923491,45979,154437,229,257699,0
447291,-48066,102828,114,175078,1
747216,13953,297670,181,74149,0
118637,79424,388324,123,266648,1
760817,147708,131800,104,242951,0
424589,153484,469609,275,151716,0
583859,1458,372557,23,66963,0
652146,92186,156095,196,138027,0
264972,82165,87795,213,123681,0
960049,175602,371119,82,215475,0
628416,-4315,240921,69,221114,1
321772,143677,443257,271,115889,0
902187,125421,473950,232,290719,0
291696,31419,40489,52,284928,0
835505,150994,166337,80,156585,0
471863,114131,288500,206,217270,0
480163,51639,496694,107,211770,0
652645,187156,192329,193,228144,0
928147,-45339,424804,143,93986,1
421761,123806,159622,101,169244,0
287853,32209,147380,84,298601,0
293949,110918,452222,231,283765,0
233151,-20611,448535,109,221901,1
581075,125798,329011,220,298958,0
607502,124505,482106,239,259353,0
482722,130956,210003,159,128325,0
123294,15247,156415,231,227526,1
942428,84715,69561,245,287755,0
127878,-22852,93759,133,277043,1
404440,114121,194091,216,115142,0
637124,132073,34305,156,287854,0
867774,32522,132006,162,140765,0
731086,170836,464675,49,96380,0
935204,-24114,200331,48,162801,1
950156,49676,395513,187,135164,0
687536,165802,492782,290,73980,0
514325,63476,44668,292,118592,0
105570,3728,287350,125,186247,1
411372,101964,363379,135,166361,0
528108,79115,174676,64,229101,0
372640,27101,443753,34,200153,0
250630,135477,483429,262,50369,0
385835,135573,195313,147,85796,0
807791,95503,74466,280,152066,0
200542,198080,386426,102,218344,0
605455,62117,468891,87,232775,0
341806,8615,170713,21,287525,0
505888,9305,496127,212,249731,0
356077,77062,298020,289,136868,0
492245,93119,69413,210,276300,0
137157,87437,117692,297,172611,1
815772,99708,324239,193,268989,0
491507,25194,469310,205,292545,0
800952,108456,117583,75,198419,0
949762,121789,437868,256,212679,0
154684,106881,379809,241,194920,1
511512,-9261,170414,23,58063,1
747435,91911,272072,51,164812,0
342560,107071,488391,68,297782,0
189560,31492,107999,249,291934,1
421203,24336,145023,58,156030,0
156076,34847,236213,157,200295,1
897416,106287,361976,187,273496,0
677981,72796,99371,83,259235,0
112053,109036,75535,232,167113,1
236237,172869,199838,155,223869,0
414153,-16767,230515,161,142678,1
876691,14205,427806,161,200151,0
261856,139694,158502,300,140028,0
209081,-38730,65253,239,65948,1
375878,62677,378489,42,292384,0
290417,52570,88256,69,157316,0
484861,-17127,158613,55,181257,1
768265,165157,22636,102,160056,0
505869,124847,435983,213,122559,0
735836,-30136,428792,131,286447,1
259049,96949,80047,109,54024,0
864035,42963,454314,155,70638,0
186526,161636,27480,185,234111,1
407367,-30737,342426,277,174540,1
184214,96365,378056,115,155175,1
208744,86296,390765,89,261539,0
991591,94358,44438,39,167017,0
599506,135487,38025,226,97915,0
255115,-30856,436337,82,279526,1
724503,128160,296821,145,89081,0
111499,-2061,471436,76,151554,1
792366,-7179,135346,291,123695,1
827783,121749,384284,179,124877,0
901171,-46329,388343,39,197478,1
614689,114301,54099,37,156764,0
749336,89203,401243,194,120067,0
114660,-21438,294435,104,114784,1
862927,129544,304141,100,197135,0
953344,48950,280891,246,135173,0
620438,-10968,45471,209,97893,1
616051,163882,38702,205,295269,0
657111,23935,378152,78,276996,0
402682,65633,227322,173,215815,0
697778,-27432,96882,23,143951,1
288141,-19362,357051,165,221940,1
703732,91057,38112,49,139363,0
672716,76077,486268,241,294367,0
549265,-30583,406970,94,150486,1
402187,65954,337384,56,199470,0
893998,55792,325711,22,124034,0
475928,-10721,371819,121,233752,1
445925,91247,206448,209,75946,0
568676,62778,498366,52,132802,0
834808,47212,253633,76,119119,0
500943,89035,32208,269,297123,0
237031,69621,265505,234,283871,0
512182,90428,405656,90,77175,0
502136,170996,449345,54,179526,0
383825,-27827,284472,86,280623,1
739018,31163,336616,290,277553,0
548271,-25746,468118,225,287033,1
219573,199739,181732,39,100267,0
281400,-34135,419317,267,135004,1
809526,5516,181845,255,84616,0
407628,171094,173090,182,178882,0
562806,41007,439205,72,62001,0
398883,9995,386483,218,276814,0
246703,21202,79766,40,208391,0
354945,183753,334670,193,155429,0
678408,89729,129779,214,231451,0
648348,179683,20916,142,204698,0
471955,97843,244885,222,137096,0
782320,181168,235779,54,127445,0
686452,-32994,108465,274,184821,1
981856,-6816,286264,155,294262,1
391810,146860,167981,179,142462,0
428057,147536,247049,71,210417,0
812471,94396,322122,167,141244,0
305594,43224,323717,289,219674,0
874320,48031,497258,195,111708,0
613430,166781,196516,260,163286,0
612314,31451,311569,57,93123,0
372766,154845,425583,201,104193,0
599005,10029,433291,187,277449,0
905203,-32661,216538,93,182388,1
705576,49891,73686,63,88324,0
825509,44767,395647,63,298254,0
232066,169806,125210,202,171065,0
482215,150483,349184,134,99258,0
449009,54305,214222,124,170556,0
351382,10309,46098,246,128228,0
478320,14568,127064,209,101811,0
471534,134097,422330,224,292454,0
446818,51229,270790,199,52299,0
765712,3623,127912,160,81123,0
799336,110071,83433,62,75992,0
951391,154507,193660,75,105001,0
295832,188692,232363,28,113235,0
772896,156351,277014,281,183568,0
916727,49911,409616,79,141477,0
480306,164455,236927,208,250140,0
344374,104169,424619,166,252451,0
679465,114067,335590,206,197475,0
709358,191692,46901,233,79288,0
158455,72350,81868,228,71554,1
574229,136875,264003,167,105460,0
640702,132550,269373,167,272815,0
840050,34606,152486,23,159833,0
471227,21941,462159,149,149327,0
162570,176147,110142,272,100538,1
305640,63498,326588,100,287378,0
969236,-8887,281804,64,55237,1
154177,150229,233705,212,126518,1
126564,70100,427863,270,103995,1
739252,180313,212045,187,207905,0
600006,121961,29121,55,175127,0
483071,10697,66140,157,76662,0
336662,21420,227733,177,136746,0
729211,143282,20646,280,89727,0
243034,42272,48782,126,67739,0
490684,27615,442824,46,198151,0
300457,107492,130497,271,214472,0
569375,80042,168325,41,252444,0
202882,77305,493710,126,164330,0
842907,113811,486651,156,243589,0
108115,61623,83583,106,186126,1
931273,-35802,44794,284,201372,1
892363,19402,269745,55,211766,0
617815,17955,359283,260,193755,0
406918,199928,149734,111,299007,0
184411,78470,305440,236,149172,1
396432,-33539,171942,123,231603,1
552652,107679,135758,165,207160,0
700699,31757,253589,125,57530,0
161597,-22641,330423,47,192287,1
195647,719,131260,233,255709,1
486730,40338,93622,164,150330,0
666545,186648,292156,174,160970,0
592946,93111,321684,45,130848,0
475540,23227,60982,294,251942,0
870039,19120,408057,258,50848,0
168714,166282,330967,60,260024,1
480625,11139,259351,32,78705,0
958549,82226,493107,87,229288,0
163830,156926,392266,279,175103,1
562753,24835,49800,97,138780,0
215605,143379,185878,201,78435,0
836033,106258,356900,214,271422,0
292644,-43343,410058,87,231543,1
177026,91777,35054,229,253914,1
447608,91076,124939,76,213548,0
500710,97154,285842,101,273027,0
583206,152389,245647,124,299977,0
684214,61319,209874,36,225785,0
648925,-1907,262177,109,90060,1
817841,30484,312270,207,209116,0
748537,134554,397770,156,283788,0
570187,108739,446167,25,54863,0
242524,25558,72397,216,208747,0
870725,176970,125376,194,183516,0
203606,33045,444532,125,177678,0
384148,29104,168607,237,185356,0
376386,33914,480656,80,231886,0
250128,138268,30090,40,59300,0
659851,32121,286584,203,249487,0
401570,102377,311536,109,138560,0
902905,9363,81207,229,173358,0
778779,20735,385200,231,154959,0
509503,76407,395862,114,57177,0
327905,142561,173662,142,259835,0
605510,14008,414518,291,243340,0
186964,-1706,121895,28,87377,1
595374,194478,31766,283,241089,0
693463,150482,29930,286,185940,0
869419,168510,422420,69,150908,0
439962,19354,435896,289,185628,0
667891,162292,385896,292,281688,0
554601,148282,260681,57,134250,0
863007,85051,109475,219,76884,0
221854,180341,108142,77,52675,0
849410,152481,209862,163,70474,0
857560,165328,428165,218,251034,0
761474,26443,351586,75,191153,0
653481,12611,95881,216,71296,0
280848,193635,89929,188,142961,0
226999,-48876,27034,100,177312,1
945678,5460,275278,248,142149,0
918927,158630,344215,287,63029,0
493204,19525,380558,189,67386,0
626618,163012,493754,220,228413,0
358679,116139,24028,222,80007,0
684845,159134,464220,124,158736,0
124230,148989,144551,59,156144,1
515944,174723,320622,91,50089,0
417699,42110,122806,151,266364,0
928314,8244,393765,152,136946,0
386795,119586,192616,266,226916,0
546028,187014,282719,33,150112,0
336707,108867,90971,101,82837,0
108489,168451,233820,177,216203,1
951148,15845,166258,278,266725,0
827755,100609,196781,266,115126,0
183084,63677,405000,181,202757,1
846486,19398,440299,27,202441,0
860079,63188,381095,84,143302,0
466000,-45230,248280,66,154246,1
907186,183642,130775,271,57284,0
156126,-17487,465950,77,218380,1
679486,-31070,319206,154,177861,1
883956,50392,178316,182,297447,0
805659,187094,83404,43,237352,0
763954,36990,477427,122,70196,0
402325,188523,24370,163,177348,0
769633,55752,55310,212,142589,0
607915,111103,483169,20,175064,0
582904,71261,172796,144,208839,0
888686,119820,443919,74,157797,0
596301,145867,352361,258,123466,0
681688,-11848,296246,290,110416,1
361859,106317,109610,142,87593,0
786842,94305,38851,188,231706,0
146467,133706,188093,100,96635,1
573226,57716,212739,122,286097,0
705329,-753,429601,279,154031,1
377341,9518,274613,267,112439,0
735108,60961,296114,257,257286,0
367207,-4660,262881,201,92765,1
939625,178578,156475,113,203864,0
282270,60901,62329,151,287470,0
805527,-48556,115626,68,282888,1
625579,78353,419571,263,187880,0
321425,-33149,327232,226,147963,1
938529,69302,416090,59,155947,0
715549,141420,325708,84,120367,0
651218,105398,115396,111,71452,0
740361,185950,99743,188,258222,0
491101,84797,332714,53,271919,0
959016,64360,185809,36,285199,0
569500,159970,313248,264,154737,0
198367,168654,259861,37,178271,1
647525,127333,67403,229,279633,0
202762,39133,141084,20,247426,0
361408,73550,204019,249,120758,0
511353,21570,180041,267,110944,0
981113,-12988,456090,129,159470,1
687864,97195,342689,109,299373,0
474724,274,165992,94,74987,0
302422,155137,45121,235,158961,0
841807,67575,273438,116,296543,0
748132,30170,491845,100,75138,0
711507,-30017,304568,299,79664,1
364124,72852,174239,293,103045,0
244999,17235,414906,73,232517,0
239357,167222,86372,139,165827,0
795644,74268,363364,205,248597,0
899427,99355,374033,52,101429,0
505177,-14559,176328,192,54261,1
272481,7640,492162,299,116602,0
499259,52209,354911,248,57832,0
216603,140881,134800,239,294681,0
391049,145484,366424,181,288063,0
596902,172260,399288,195,100702,0
623417,73354,419670,119,120778,0
749378,162091,412620,168,217286,0
185370,35402,349761,113,109943,1
362414,-28416,377469,145,187399,1
502830,3770,243066,26,50443,0
255572,149528,395573,82,157265,0
352697,102063,393520,183,253869,0
537417,67237,322083,285,208922,0
332119,90099,206941,230,76389,0
464119,12097,68642,72,67561,0
912982,186216,434590,299,188025,0
195799,25445,194265,269,263558,1
154282,127113,67773,97,54619,1
152410,144572,173639,74,97107,1
512109,122762,136832,254,59745,0
990698,53804,37126,148,173568,0
436983,-46613,434553,157,227634,1
310448,171147,22351,216,116287,0
280595,63919,238983,265,219868,0
770070,42411,414633,20,214525,0
385267,6683,62707,121,223515,0
808902,183208,29838,247,254111,0
468500,17606,367884,259,187714,0
349014,173525,421783,269,149718,0
713938,124984,77182,52,169184,0
849481,53086,385263,234,117165,0
690058,12579,40387,149,81340,0
994719,154347,241842,150,56320,0
918624,-6724,423684,171,55909,1
851103,19230,438634,233,147571,0
616636,167712,138823,278,280027,0
943808,7201,230218,256,214251,0
492318,-36900,143953,288,58039,1
771516,54412,447845,221,182481,0
379544,-22509,32977,245,75559,1
